image_name,labels,is_train,is_valid
img/crop-tee-with-A-line-skirt/00000ctls82.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls83.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls84.jpg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls85.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls86.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls87.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls88.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls89.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls90.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls91.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls92.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls93.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls94.jpg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls95.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls96.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls97.jpeg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls98.jpg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls99.jpg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls100.jpg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-A-line-skirt/00000ctls101.jpg,crop-tee-with-A-line-skirt,0,1
img/crop-tee-with-denim-short/0000cd1.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd2.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd3.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd4.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd5.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd6.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd7.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd8.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd9.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd10.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd11.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd12.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd12.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd14.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd15.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd16.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd17.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd18.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd19.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd20.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd21.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd22.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd23.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd24.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd25.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd26.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd27.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd28.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd29.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd30.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd31.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd32.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd33.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd34.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd35.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd36.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd37.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd38.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd39.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd40.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd41.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd42.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd43.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd44.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd45.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd46.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd47.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd48.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd49.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd50.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd51.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd52.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd53.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd54.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd55.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd56.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd57.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd58.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd59.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd60.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd61.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd62.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd63.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd64.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd65.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd66.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd67.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd68.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd69.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd70.jpg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd71.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd72.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd73.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd74.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd75.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd76.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd77.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd78.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd79.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd80.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd81.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd82.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd83.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd84.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd85.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd86.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd87.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd88.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd89.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd90.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd91.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd92.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd93.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd94.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd95.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd96.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd97.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd98.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd99.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd100.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd101.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd102.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd103.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd104.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd105.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd106.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd107.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd108.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd109.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd110.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd111.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-short/0000cd112.jpeg,crop-tee-with-denim-short,0,1
img/crop-tee-with-denim-skirt/00000cdsk1.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk2.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk3.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk4.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk5.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk6.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk7.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk8.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk9.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk10.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk11.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk12.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk13.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk14.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk15.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk16.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk17.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk18.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk19.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk20.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk21.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk22.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk23.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk24.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk25.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk26.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk27.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk28.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk29.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk30.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk31.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk32.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk33.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk34.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk35.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk36.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk37.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk38.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk39.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk40.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk41.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk42.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk43.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk44.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk45.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk46.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk47.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk48.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk49.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk50.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk51.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk52.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk53.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk54.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk55.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk56.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk57.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk58.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk59.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk60.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk61.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk62.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk63.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk64.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk65.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk66.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk67.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk68.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk69.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk70.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk71.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk72.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk73.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk74.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk75.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk76.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk77.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk78.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk79.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk80.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk81.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk82.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk83.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk84.jpeg,crop-tee-with-denim-skirt,0,1
img/crop-tee-with-denim-skirt/00000cdsk85.jpeg,crop-tee-with-denim-skirt,0,1
